exploration/Rewards Mean,evaluation/path length Min,time/evaluation sampling (s),exploration/path length Min,evaluation/Rewards Mean,evaluation/Rewards Max,evaluation/Returns Mean,trainer/Log Pis Mean,exploration/Average Returns,trainer/Policy mu Std,time/epoch (s),exploration/num steps total,evaluation/Num Paths,exploration/Returns Min,trainer/Policy mu Mean,time/saving (s),trainer/Policy mu Max,trainer/Q1 Predictions Std,exploration/Returns Mean,Epoch,time/logging (s),time/data storing (s),evaluation/Returns Min,trainer/Q1 Predictions Min,exploration/Returns Max,trainer/Policy log std Std,exploration/Actions Max,evaluation/num steps total,exploration/Actions Std,exploration/Actions Min,trainer/Q2 Predictions Min,trainer/QF2 Loss,replay_buffer/size,evaluation/path length Max,evaluation/path length Std,exploration/num paths total,exploration/Rewards Max,exploration/Actions Mean,trainer/Q1 Predictions Max,trainer/Alpha,exploration/Rewards Std,exploration/path length Mean,trainer/Policy log std Min,trainer/Log Pis Min,trainer/Q2 Predictions Max,trainer/Q Targets Mean,exploration/Rewards Min,trainer/Q Targets Max,evaluation/Actions Std,time/exploration sampling (s),exploration/Num Paths,evaluation/Actions Min,exploration/path length Max,trainer/QF1 Loss,trainer/Q Targets Min,evaluation/Returns Std,exploration/Returns Std,evaluation/Returns Max,trainer/Alpha Loss,trainer/Policy log std Max,evaluation/Actions Mean,evaluation/path length Mean,trainer/Policy mu Min,trainer/Policy Loss,exploration/path length Std,evaluation/Average Returns,trainer/Policy log std Mean,time/training (s),trainer/Q1 Predictions Mean,trainer/Log Pis Std,trainer/Log Pis Max,time/total (s),evaluation/Rewards Min,trainer/Q Targets Std,trainer/Q2 Predictions Std,trainer/Q2 Predictions Mean,evaluation/Actions Max,evaluation/Rewards Std,evaluation/num paths total
0.21296180051980593,15,1.9867280169855803,15,0.003049768528166691,0.0225150494181949,0.045746527922500356,-1.3540497,3.1944270077970898,0.0007086498,3.8718545739830006,1075,333,0.48017708570247036,0.00081927865,0.04275540998787619,0.001730316,0.00032683637,3.1944270077970898,0,0.024412113009020686,0.08462265800335445,7.978845608028654e-12,0.0006061867,8.033255215280398,0.0021273391,0.98807794,4995,0.6171055,-0.9702046,-0.0031028562,3.8180237,2150,15,0.0,72,2.365669377047506,-0.024240503,0.0022121011,0.997004508972168,0.4393923121837095,15.0,-0.0018913428,-1.8350701,0.0008952869,1.6992683,-0.0,4.816492,0.0007063702,0.042106834007427096,5,-0.00013827131,15,3.809375,0.0,0.05501219199088983,2.8228666076008944,0.1689072952985512,-0.0,0.0032176175,0.00081734976,15.0,-0.00014784676,-1.3528979,0.0,0.045746527922500356,0.0008212377,1.6912295419897418,0.0012759232,0.31241187,-0.5355871,7.949546636024024,-0.0,0.96240103,0.001107809,-0.0011389683,0.0017348356,0.0046904006947300035,333
0.05251597200799779,15,1.9723664710181765,15,0.09996619738858929,1.1639338842140288,1.4994929608288394,-1.3593986,0.7877395801199668,0.042263206,3.8246168199984822,1150,333,7.978845608028654e-12,0.04153911,0.016564279998419806,0.09940055,0.18435773,0.7877395801199668,1,0.02224670400028117,0.08520296699134633,7.978845608028654e-12,1.1823788,2.9960002240555514,0.010306284,0.97463155,9990,0.60942817,-0.9878251,1.1804181,0.7507042,2300,15,0.0,77,0.6957055908049757,0.011309419,1.9717263,0.7384474277496338,0.13731550387065164,15.0,-0.14208047,-2.1502676,2.014779,1.4951674,-0.0,5.2494965,0.04147908,0.0370534670073539,5,-0.003377802,15,0.7562506,0.0,2.2884660513181765,1.1125204183215962,8.801317800204103,-1.0085153579711914,-0.100784,0.040515367,15.0,-0.0030559448,-2.8548543,0.0,1.4994929608288394,-0.11794349,1.6911829309829045,1.5031419,0.19161639,-0.9434923,11.965133689023787,-0.0,0.9294052,0.196145,1.5050949,0.10052705,0.18263705490886142,666
0.020252047939820137,15,1.9262032840051688,15,0.09423566980408535,1.3597958414796545,1.4135350470612804,-1.3472476,0.3037807190973021,0.071692646,3.7969467179791536,1225,333,7.978845608028654e-12,0.011855051,0.01773038599640131,0.11316875,0.3976442,0.3037807190973021,2,0.0203177249932196,0.08731215199804865,7.978845608028654e-12,1.1583498,1.2312395827539289,0.007292956,0.9965945,14985,0.598093,-0.96290666,1.135816,0.6168864,2450,15,0.0,82,0.7527731809707097,-0.028189296,3.2778554,0.5470322966575623,0.09620808035837809,15.0,-0.14402139,-1.6866812,3.269565,1.7250413,-0.0,4.5327864,0.07012515,0.03680547699332237,5,-0.078048855,15,0.62165105,0.0,2.571731440515877,0.47461010075407034,10.599664721664698,-2.009176254272461,-0.114050776,0.011382905,15.0,-0.07561761,-3.1868267,0.0,1.4135350470612804,-0.12735052,1.7085776939929929,1.8323469,0.17069353,-0.9080828,15.966509738063905,-0.0,0.8279809,0.40036702,1.8343048,0.11740807,0.20170979147466828,999
0.19159939235278117,15,1.952952259016456,15,0.08940602793770276,1.2227592657069903,1.3410904190655415,-1.3747015,2.8739908852917173,0.05335872,3.83090846799314,1300,333,0.24212124737410942,-0.001926964,0.018125962000340223,0.10930788,0.47610733,2.8739908852917173,3,0.022460745996795595,0.09544288099277765,7.978845608028654e-12,0.8528747,8.5075548303381,0.0144084105,0.99252206,19980,0.5828828,-0.97423303,0.84465855,0.5814315,2600,15,0.0,87,3.087442366815646,0.030376768,3.2695072,0.4052136540412903,0.5030057757513028,15.0,-0.15911779,-1.942395,3.2852752,1.8538902,-0.0,4.5246906,0.058926985,0.04475186800118536,5,-0.08425612,15,0.5802501,0.0,2.298769635384931,2.9194606272884203,9.30025898064731,-3.038402557373047,-0.104502484,-0.00040568426,15.0,-0.08467755,-3.1763647,0.0,1.3410904190655415,-0.12177457,1.6971747519855853,1.8174618,0.17367949,-0.79568934,19.99007254303433,-0.0,0.889725,0.47686353,1.7922976,0.1178701,0.1824327864118008,1332
0.08299081260163955,15,2.315354666992789,15,0.2455786830204732,3.080495061283433,3.6836802453070976,-1.3794572,1.2448621890245934,0.12354983,4.238384856027551,1375,333,3.2107032512906314e-10,-0.026757106,0.018322081014048308,0.1900315,0.6522857,1.2448621890245934,4,0.020406252006068826,0.08526204602094367,7.978845608028654e-12,0.7942305,4.877572372783898,0.0234254,0.99711186,24975,0.5948895,-0.97067744,0.6772024,0.45472392,2750,15,0.0,92,1.3712025654852324,-0.041633755,4.63322,0.3005366027355194,0.22738448674848388,15.0,-0.15201253,-3.1041484,4.588283,1.9345126,-0.0,5.477014,0.14510916,0.039856338989920914,5,-0.3851997,15,0.40237483,0.0,4.731564174356673,1.860165680392998,22.69019277144756,-4.052701473236084,-0.07331885,-0.030130606,15.0,-0.3402155,-3.1394591,0.0,3.6836802453070976,-0.1097485,1.7591834710037801,1.8121285,0.2935288,-0.7240665,24.44870831206208,-0.0,0.9043927,0.6433718,1.7939094,0.2253865,0.38874764054185595,1665
0.45533057632827934,15,2.2152337550069205,15,0.34789510750468916,10.678074726715636,5.218426612570338,-1.1683546,6.82995864492419,0.43329528,4.0860788660356775,1450,333,7.98415448125115e-12,0.0018391907,0.01801945298211649,0.82487875,0.961285,6.82995864492419,5,0.02180913000483997,0.08551377200637944,7.978845608028654e-12,0.81332153,17.340092168071415,0.020702673,0.9788097,29970,0.62250316,-0.98611724,0.7655574,0.69998014,2900,15,0.0,97,4.529551291769632,-0.07590547,4.900323,0.2241806834936142,0.8558742079682986,15.0,-0.14990777,-2.9898021,4.9177237,2.2123845,-0.0,7.3871884,0.4673356,0.0406202940212097,5,-0.74926674,15,0.66875684,0.0,9.52612704315989,7.29320366716081,71.29307377178853,-4.728601932525635,-0.07986255,0.003663086,15.0,-0.8608578,-3.3230402,0.0,5.218426612570338,-0.10961816,1.7048824620142113,2.1330054,0.68438095,0.7929418,28.788106206106022,-0.0,1.3458581,0.9177237,2.0640264,0.82696444,0.9493053747113631,1998
0.43284375816636006,15,2.2146157789975405,15,0.31572664804584943,14.1054492801135,4.7358997206877405,-0.43410283,6.492656372495402,0.8363011,4.297631825989811,1525,333,7.978845608028654e-12,-0.059815623,0.017759451002348214,1.3373892,1.4904475,6.492656372495402,6,0.02165300300111994,0.08507069299230352,7.978845608028654e-12,0.87163085,16.13829943826478,0.072611354,0.9880932,34965,0.74373555,-0.99257004,0.8780364,1.3389868,3050,15,0.0,102,4.778262729896444,-0.029559446,9.526404,0.1700505018234253,0.9132108758951689,15.0,-0.5098418,-5.2423215,9.964976,2.460635,-0.0,9.807831,0.7845115,0.04133061898755841,5,-0.9688603,15,1.2243718,0.0,12.86125170293411,7.080334627185574,96.22894162694354,-4.3064727783203125,-0.08499365,-0.019771712,15.0,-1.8763874,-3.4835114,0.0,4.7358997206877405,-0.23656367,1.9172022810089402,2.9429374,1.2725753,2.3464413,33.36823424816248,-0.0,1.5781189,1.5103234,2.925945,0.9817244,1.308046023132069,2331
0.5922859380741555,15,3.5464098550146446,15,0.3214323001590803,12.682167643892596,4.8214845023862045,-0.6645094,8.884289071112331,0.70226675,6.525410777045181,1600,333,0.23351154760348838,0.0051640607,0.020462388987652957,1.6178513,1.6756275,8.884289071112331,7,0.025440647004870698,0.08545381101430394,7.978845608028654e-12,0.63628376,30.260803051250456,0.10797699,0.9966537,39960,0.6972663,-0.99898726,0.63284236,0.8895586,3200,15,0.0,107,8.012428827984023,-0.105107285,8.542066,0.132864311337471,1.4747708092573961,15.0,-0.38515738,-5.632104,8.410765,2.8380165,2.1766850456505584e-92,10.67075,0.6918676,0.04326058801962063,5,-0.9154556,15,0.89066654,0.0,10.44583194720085,11.05540802246661,68.41206767161212,-5.372008323669434,-0.0026326254,-0.011656989,15.0,-1.1528901,-3.8846803,0.0,4.8214845023862045,-0.161015,2.8043834870040882,3.0426328,1.1371706,1.8088832,40.242888912180206,-0.0,2.0076373,1.635871,3.1569846,0.98513496,1.1333186438640928,2664
0.429243801828133,15,2.3321881879819557,15,0.3732426105070052,13.410583213189609,5.598639157605078,0.20073019,6.4386570274219945,1.1015309,5.2864692229777575,1675,333,7.978845608028654e-12,-0.06886829,0.018865243007894605,1.367801,2.2748342,6.4386570274219945,8,0.02260781399672851,0.09052283500204794,7.978845608028654e-12,0.2010963,18.596455801752573,0.108657576,0.9809463,44955,0.7915124,-0.99608976,0.19220868,1.7659574,3350,15,0.0,112,6.753028389868818,-0.16933955,9.874884,0.10765132308006287,1.2061419252694094,15.0,-0.6149072,-5.200654,9.631971,3.0187943,-0.0,11.549345,0.7515849,0.0431172419921495,5,-0.9774527,15,1.7548882,0.0,11.404113769857311,6.946647533573739,71.243347004439,-4.006712913513184,-0.07524702,-0.017497808,15.0,-2.038959,-3.2547522,0.0,5.598639157605078,-0.32396215,2.779167900996981,3.3505464,1.5920912,3.138497,45.89537870622007,-0.0,2.1695797,2.153657,3.2775435,0.9448256,1.2573271351863389,2997
0.03949242794290093,15,2.2728433920128737,15,0.3549941374978552,10.11168097133859,5.324912062467828,0.62067086,0.592386419143514,1.2262132,5.068911140959244,1750,333,9.986396269869413e-09,-0.26291412,0.016190085996640846,1.6940831,2.4748063,0.592386419143514,9,0.02254705998348072,0.08878841099794954,0.007043293472821682,0.15862364,1.2612493504883338,0.12603523,0.9982068,49950,0.6709259,-0.9949555,0.09276954,1.5734748,3500,15,0.0,117,0.8028852679835613,-0.07553155,10.369849,0.0923168957233429,0.1543431002055622,15.0,-0.7487283,-5.638578,10.241076,3.7920237,-0.0,14.191168,0.6502131,0.0420690999890212,5,-0.98206973,15,1.402167,0.0,11.324586559408656,0.5058190442745171,75.48121536390772,-3.2842507362365723,-0.09257148,-0.18720601,15.0,-2.2495418,-3.555719,0.0,5.324912062467828,-0.46275145,2.6264730919792783,3.7284853,1.8866825,4.60098,51.361152212135494,-0.0,2.6208959,2.5874438,3.9519782,0.9511215,1.1907833781330115,3330
