evaluation/Num Paths,evaluation/num paths total,exploration/Returns Max,exploration/path length Std,evaluation/Actions Std,trainer/Policy log std Max,evaluation/Rewards Mean,trainer/Log Pis Mean,time/saving (s),exploration/Num Paths,exploration/Rewards Mean,time/exploration sampling (s),evaluation/path length Mean,Epoch,evaluation/Actions Min,exploration/Returns Mean,exploration/Actions Min,evaluation/Average Returns,exploration/num paths total,trainer/Q2 Predictions Max,exploration/Returns Min,trainer/Q Targets Std,evaluation/Rewards Std,trainer/QF1 Loss,evaluation/num steps total,trainer/Policy log std Min,trainer/Policy log std Std,exploration/Actions Max,evaluation/path length Std,trainer/Q Targets Mean,exploration/Actions Mean,trainer/Policy mu Mean,trainer/Policy log std Mean,time/data storing (s),exploration/Rewards Std,trainer/Q1 Predictions Max,exploration/Average Returns,trainer/Alpha,exploration/num steps total,time/training (s),time/evaluation sampling (s),time/epoch (s),evaluation/Returns Mean,exploration/Actions Std,trainer/Q1 Predictions Min,exploration/Returns Std,trainer/Q1 Predictions Mean,trainer/Log Pis Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,time/total (s),trainer/QF2 Loss,evaluation/Rewards Max,trainer/Policy mu Min,exploration/path length Min,trainer/Alpha Loss,evaluation/Returns Max,replay_buffer/size,time/logging (s),evaluation/Rewards Min,exploration/Rewards Min,evaluation/Returns Std,trainer/Q1 Predictions Std,trainer/Q Targets Max,evaluation/Actions Mean,trainer/Policy Loss,trainer/Policy mu Std,trainer/Log Pis Std,trainer/Q2 Predictions Std,trainer/Q Targets Min,exploration/path length Mean,exploration/path length Max,evaluation/path length Max,trainer/Policy mu Max,evaluation/Actions Max,trainer/Log Pis Max,evaluation/path length Min,evaluation/Returns Min,exploration/Rewards Max
333,3663,8.962558731953239,0.0,0.62871104,-0.04167245,0.8111971506927672,0.2419614,0.035847927996655926,5,0.21322692167883248,0.037515737989451736,15.0,10,-0.9989235,3.198403825182487,-0.99638325,12.167957260391507,122,9.219295,0.06524305707156099,1.7419178,1.5317101042436,0.64027685,54945,-0.8690584,0.15681559,0.9775993,0.0,2.93096,-0.44522634,-0.07298584,-0.42603937,0.15697778700268827,0.5282095149058417,8.224874,3.198403825182487,0.07089082151651382,1825,2.4384051079978235,2.0756252410064917,4.768123198969988,12.167957260391507,0.5784395,0.09726536,3.1011446039527515,2.763568,-3.5491927,2.8336868,-0.23398423,51.88993117993232,0.6166181,13.920580034938386,-2.3738604,15,-4.649857521057129,71.9410455980791,3650,0.023751396976877004,3.1953259846011315e-140,3.5279604608903444e-69,12.940216713221393,1.5506285,7.511936,-0.2692495,-2.7307987,1.0197252,1.3866075,1.7235405,0.0,15.0,15,15,2.0581355,0.97424155,4.0153494,15,0.003677502041127945,2.9853608768916122
333,3996,18.932600906560584,0.0,0.60157806,-0.008599142,0.8603620324850132,0.7838686,0.03799241900560446,5,0.5970711258729652,0.038362442021025345,15.0,11,-0.99736637,8.956066888094478,-0.99870765,12.905430487275199,127,9.6716585,0.8959015747039949,2.5223694,1.6247391707058605,1.2648091,59940,-0.99009365,0.16974142,0.9950328,0.0,3.3709972,-0.17488287,-0.29620713,-0.47408354,0.16686550501617603,1.0399581131824243,9.881748,8.956066888094478,0.06214921548962593,1900,2.591497655987041,1.9749098820029758,4.8321298280206975,12.905430487275199,0.7243344,-0.04663766,6.576457928989878,3.4349022,-4.6431313,3.6060958,-0.12462362,57.219374823966064,1.441086,14.209138180365517,-2.5096009,15,-3.377147912979126,128.48231758626127,3800,0.02250192398787476,-0.0,6.558977706994866e-73,15.916215204259828,2.265797,11.025071,-0.3471522,-2.9629703,1.2362952,1.8937484,2.2003489,0.0,15.0,15,15,2.2418156,0.98203033,5.7551227,15,0.0006665073106353887,4.586692459335575
333,4329,26.83958969696221,0.0,0.5996053,-0.17448008,0.8726348419387516,1.4184074,0.04160084098111838,5,1.0222599132136299,0.04117808202863671,15.0,12,-0.9924846,15.333898698204447,-0.9609402,13.089522629081275,132,8.19309,0.9405001784107936,2.7824159,1.6848182830596656,1.408709,64935,-1.7232172,0.19602498,0.9933724,0.0,3.6229763,0.17397895,0.19831382,-0.63657564,0.180061213002773,1.3785839744626118,8.384655,15.333898698204447,0.05611920729279518,1975,2.6293134030129295,2.208247390022734,5.12363457903848,13.089522629081275,0.5887307,-0.6065126,9.754021309903536,3.439282,-2.7905564,3.3613162,-0.78326035,62.83105604900629,1.617833,13.720131757500319,-2.4748693,15,-1.6746892929077148,93.5447543464296,3950,0.02323364999028854,2.576266096119773e-124,2.3679035084111545e-20,15.251532304497376,2.228806,12.394891,-0.08190759,-2.335498,1.3619335,1.8256943,2.208747,0.0,15.0,15,15,2.7653136,0.98986477,5.2758746,15,0.0025868472841423145,5.155694428670528
333,4662,29.960557402932828,0.0,0.57355,-0.22813691,1.1821114745240846,1.3688705,0.04363142998772673,5,1.1732923576818446,0.0454379919974599,15.0,13,-0.98260456,17.59938536522767,-0.986148,17.73167211786127,137,8.388187,1.0788168628813695,2.3220289,1.7708370169260659,0.7038968,69930,-1.35236,0.15840323,0.9919877,0.0,3.462246,-0.2139711,-0.20343582,-0.60341763,0.2094991389894858,1.561008289745266,8.946558,17.59938536522767,0.05287708342075348,2050,2.725482126988936,2.1146376819815487,5.165490277955541,17.73167211786127,0.66128534,-0.33381402,10.760024577045547,3.5545948,-3.1168282,3.5711606,-0.4241708,68.60044236198883,0.807937,12.69013417817432,-2.2808633,15,-1.8550893068313599,92.54534884398534,4100,0.026801908010384068,5.226469360691093e-96,9.687166123062076e-82,16.758612868087525,2.2104936,10.343538,-0.13733414,-2.6017454,1.3346515,1.6097538,2.1154838,0.0,15.0,15,15,2.1689138,0.98140985,4.8733788,15,0.015554320563502517,5.479793061567492
333,4995,31.760490601617473,0.0,0.5840425,-0.31257352,1.0351313197572731,1.6523708,0.04663273398182355,5,1.0280587959402538,0.04203656601021066,15.0,14,-0.98422784,15.420881939103808,-0.99514204,15.526969796359099,142,10.355732,0.1520345672685302,3.1145654,1.5930056209683663,1.5828027,74925,-1.8254052,0.21151912,0.99111927,0.0,4.014176,-0.21336065,-0.090182744,-0.676602,0.23333870701026171,1.6711865341583845,11.121973,15.420881939103808,0.05088706314563751,2125,2.658993733988609,2.0247703759814613,5.032706439960748,15.526969796359099,0.6933334,-0.63436085,11.557365437404975,3.9844708,-4.0276165,3.8673131,-0.48708314,74.31570247994387,1.6341622,13.0646196133769,-2.1544647,15,-1.0351873636245728,112.48254542145732,4250,0.02693432298838161,3.514874451314082e-112,9.369722417236969e-54,15.141951220685403,2.7559147,13.866584,-0.13552418,-2.7422616,1.3893691,1.9535586,2.6861205,-0.14673445,15.0,15,15,2.4969974,0.9903867,5.8278146,15,0.012095432103176337,6.973851605766442
333,5328,34.33721940485781,0.0,0.53880876,-0.21790032,1.0643084666420801,1.8965473,0.04905912998947315,5,0.7890359839214255,0.04637699801241979,15.0,15,-0.99157906,11.835539758821382,-0.99323004,15.964626999631204,147,11.427512,1.691856508990478,2.7923925,1.6572222996153347,1.3690765,79920,-2.523952,0.27646348,0.9912362,0.0,4.350794,0.038352232,-0.32026023,-0.70967007,0.23479264401248656,1.3871474454141297,11.577922,11.835539758821382,0.04999968782067299,2200,2.7405289149901364,2.1697729650186375,5.267756997025572,15.964626999631204,0.573157,-0.4378594,11.757103441557412,4.184067,-2.638197,4.155922,-0.5824722,80.31510316298227,1.5009364,13.901649367029295,-2.4866812,15,-0.30988433957099915,85.00286136228952,4400,0.027226345002418384,5.260441422156666e-119,9.610367324979862e-16,16.288197771564192,2.3692856,14.35984,-0.20781335,-2.8300662,1.424405,1.6792487,2.347942,-0.17981525,15.0,15,15,2.280993,0.9870896,5.2976713,15,0.0029893480168469537,4.870024155070877
333,5661,47.32941904991613,0.0,0.5547954,-0.37822473,1.5474112242578677,1.6106163,0.0477027999877464,5,1.8076196192585379,0.04222749001928605,15.0,16,-0.9934018,27.114294288878067,-0.99601376,23.211168363868016,152,13.18019,12.243686039341057,3.5018942,2.0577485055593936,1.2014464,84915,-1.5362413,0.15800755,0.9978494,0.0,5.1615677,-0.27731177,-0.058717314,-0.7262247,0.2217602269956842,1.7552655990975976,12.663066,27.114294288878067,0.04946533963084221,2275,3.055172124004457,2.1420143349969294,5.534811121993698,23.211168363868016,0.61689377,-1.3854288,14.60251290123162,5.148038,-5.9228764,5.204508,-1.162931,86.61249942998984,1.1619623,13.918034370552146,-2.1365619,15,-1.1706172227859497,106.6733357230489,4550,0.02593414598959498,6.793900831027399e-93,5.43709990838575e-55,20.484927652197655,3.1012306,14.06159,-0.19041292,-4.1836963,1.4269557,1.7972014,3.193908,-1.1124955,15.0,15,15,2.5075731,0.9916548,5.3317285,15,0.0016512523852363623,6.77552340583642
333,5994,38.23420277370471,0.0,0.49718535,-0.18822551,1.4902868770825823,1.9571528,0.04500146402278915,5,1.0111215141662295,0.056545724015450105,15.0,17,-0.9842273,15.166822712493438,-0.99156374,22.354303156238732,157,13.119974,0.015454090796299324,3.2538745,1.8208006956674119,1.0441408,89910,-2.2259004,0.19897358,0.9940307,0.0,5.0005355,-0.029685535,-0.005825624,-0.73153853,0.2792437290190719,1.4385523894129777,13.448741,15.166822712493438,0.0490889735519886,2350,2.9060244520078413,2.415263054019306,5.728461009071907,22.354303156238732,0.60804003,-1.7652152,14.819342384728067,4.6481133,-2.6255476,4.7028284,-1.6827563,93.18044834097964,1.2438103,8.456492134328391,-2.5854053,15,-0.1291494071483612,74.79680018219334,4700,0.026382585987448692,4.597923683724484e-37,1.1708088786998968e-23,18.350934411561752,2.810065,16.311357,-0.07564523,-3.3460798,1.504503,2.103308,2.803492,-0.6964973,15.0,15,15,3.0460753,0.99791145,6.8387117,15,0.00858897452275866,5.09700391233247
333,6327,36.1967178767436,0.0,0.53318554,-0.40273234,1.2521580016458067,2.3495612,0.04683095798827708,5,1.4026933482416764,0.038338426005793735,15.0,18,-0.99445057,21.04040022362515,-0.9820904,18.7823700246871,162,12.709113,8.185685532047183,3.334738,1.6388972981526602,1.4524604,94905,-2.2440867,0.27032715,0.99026406,0.0,5.014494,-0.0013910102,-0.28938425,-0.88946056,0.22579626698279753,1.2436428353967646,12.330035,21.04040022362515,0.04900212585926056,2425,2.828967752022436,2.1730589359940495,5.337913129013032,18.7823700246871,0.5421352,-2.3395371,11.18690381140635,4.700385,-2.6877923,4.677947,-2.6907105,99.39428206701996,1.8480027,11.705092061804518,-2.967565,15,1.0543080568313599,70.96587831918472,4850,0.024920790019677952,4.137937154303542e-90,7.978845608028654e-12,15.08457280949685,3.0515463,14.0941725,-0.14801222,-3.0245833,1.5031078,1.9613675,3.0040746,-1.7200682,15.0,15,15,2.6443787,0.99538255,6.905266,15,0.003113025522704835,4.128900454422767
333,6660,33.54589222469228,0.0,0.51855886,-0.47470632,1.0282996111489386,1.9906294,0.04612982302205637,5,1.0386058108815202,0.04499995202058926,15.0,19,-0.9858627,15.579087163222804,-0.99461365,15.42449416723408,167,14.642444,0.2743724986364934,3.73285,1.4958892189336528,1.5966749,99900,-1.5382593,0.18661615,0.98701525,0.0,5.2070065,-0.13578738,0.002125606,-0.8546253,0.24857196598895825,1.2978898193994555,14.185797,15.579087163222804,0.0498681478202343,2500,2.653916498995386,2.234320271993056,5.2525487130042166,15.42449416723408,0.5855443,-2.5726964,10.655104220523567,4.98529,-2.1645277,5.0669312,-2.067726,105.58470330204,1.4231999,9.689483668560221,-2.4557476,15,-0.02809847891330719,68.79467461613564,5000,0.02461020098417066,9.564239753705753e-50,1.0633134153509378e-29,14.152231290997332,3.6620736,16.093538,-0.020689713,-3.7008536,1.4948469,1.7180297,3.6204484,-1.0849372,15.0,15,15,2.605459,0.9918903,6.3868656,15,0.008420949938706382,4.734223128817108
333,6993,27.329352228247913,0.0,0.53319216,-0.39725143,1.7813845892344848,2.5961664,0.0442633560160175,5,0.9381284665495421,0.03801307501271367,15.0,20,-0.99025196,14.071926998243129,-0.9927594,26.720768838517266,172,13.888112,0.04851234604160347,3.6381116,1.997751055434969,0.9346494,104895,-1.1276006,0.15787704,0.99186856,0.0,5.720586,-0.18014921,0.0851982,-0.78975666,0.21074775999295525,1.4038319055325001,13.761669,14.071926998243129,0.05132327228784561,2575,2.5877741639851592,2.003372679988388,4.906460545986192,26.720768838517266,0.59570265,-1.5572002,10.793002771268759,5.97933,-4.8842363,6.021598,-1.211128,111.38444029804668,1.1726847,10.36927900406938,-3.189279,15,1.7707701921463013,97.02123544735726,5150,0.02228951099095866,2.6371305903465564e-67,3.3503590392837646e-13,21.516181338944136,3.3948674,14.01717,0.012902603,-4.1832366,1.7237698,2.2715538,3.4058201,-1.1331468,15.0,15,15,2.8809566,0.9955853,7.5289397,15,0.010704718904685658,5.5741849313782845
333,7326,57.833556787723325,0.0,0.49092248,-0.4116294,1.8407372420047647,2.0217798,0.044217093993211165,5,1.447855251208547,0.038696868024999276,15.0,21,-0.9918426,21.717828768128207,-0.995682,27.611058630071472,177,16.344423,0.007947681849578966,3.76152,1.9179852646143907,0.93546736,109890,-1.1230768,0.13810109,0.9945107,0.0,6.383405,-0.03919109,-0.16956869,-0.7759054,0.21580150400404818,1.9999580919837607,15.107984,21.717828768128207,0.05286213383078575,2650,2.593891162017826,1.9291186319896951,4.841788941033883,27.611058630071472,0.6217919,-0.72360057,21.44998685409914,6.2485194,-2.9720886,6.312038,-0.98059464,117.05383013008395,1.0245373,9.998258376079821,-2.7009654,15,0.06403706967830658,72.84221028553351,5300,0.020063681004103273,3.457353888566454e-37,8.941669289238813e-48,20.22270540817894,3.581881,16.088707,-0.025656663,-5.0552635,1.5259852,1.9103823,3.635353,-0.8793645,15.0,15,15,2.4872625,0.9845897,6.1941032,15,0.0021729143447272526,6.777920331784691
333,7659,41.04654495672445,0.0,0.501303,-0.33770302,1.681105602197264,2.515692,0.04502499700174667,5,1.5872554739173916,0.04770288697909564,15.0,22,-0.9832631,23.808832108760868,-0.9784796,25.216584032958966,182,16.271633,5.8931420273369275,4.103508,1.8087762851430957,1.1171707,114885,-1.2627232,0.14625977,0.999316,0.0,5.9706316,0.08235028,0.56265867,-0.7715615,0.27624410498538055,1.8643337860773777,17.365608,23.808832108760868,0.053544916212558746,2725,2.6845118459896185,1.9982564890233334,5.075734231970273,25.216584032958966,0.61159825,-1.9566396,11.205831286246854,5.979327,-3.1932962,6.0652456,-1.6116016,122.97983257906162,1.1947141,8.854336652261392,-2.5206866,15,1.509920597076416,78.0220486279131,5450,0.02399390799109824,1.9382396309253094e-55,7.978845608028654e-12,17.759686580721112,3.8301032,21.507383,0.066183254,-4.2016873,1.5414327,1.8414551,3.827142,-0.6856773,15.0,15,15,2.9859052,0.995668,7.295168,15,0.09333205340770814,6.006793696729015
333,7992,38.98428255932222,0.0,0.4843803,-0.09500281,1.878817989014276,2.3884401,0.04665427599684335,5,1.4933815111250355,0.03881133400136605,15.0,23,-0.9929923,22.40072266687553,-0.9968495,28.18226983521414,187,15.076221,4.669025322505458,4.0338454,1.9283806800821437,0.6796002,119880,-1.3514692,0.18263695,0.99552274,0.0,5.9907312,-0.13171968,0.27512974,-0.7901429,0.25971941999159753,1.7109318807841216,14.074204,22.40072266687553,0.05409598723053932,2800,2.6264835670008324,2.14678585799993,5.140696090995334,28.18226983521414,0.58857083,-2.9122066,11.642487346770046,5.799589,-3.0360174,5.6719933,-2.8325746,129.0672564470151,1.0319357,9.157563728785549,-3.3684394,15,1.133237361907959,84.6136028816219,5600,0.022241636004764587,4.2111351258914316e-24,7.978845608028654e-12,20.28524902462128,3.9327064,15.155277,0.0102367485,-4.097384,1.5684712,1.8729,3.8973098,-2.1039789,15.0,15,15,2.9091752,0.9967422,7.1652274,15,0.00784657476995225,6.640822861787929
