trainer/Log Pis Mean,evaluation/Rewards Std,trainer/Q2 Predictions Std,exploration/Returns Std,trainer/Policy mu Min,trainer/Q Targets Mean,exploration/num steps total,trainer/Q1 Predictions Max,exploration/path length Std,time/data storing (s),exploration/path length Mean,trainer/Q2 Predictions Mean,trainer/Policy mu Std,trainer/Policy log std Min,evaluation/Rewards Mean,evaluation/path length Mean,trainer/Q Targets Min,exploration/Actions Std,evaluation/Num Paths,time/saving (s),trainer/Q Targets Max,evaluation/path length Min,evaluation/Actions Min,trainer/Policy mu Max,trainer/QF2 Loss,trainer/Policy log std Mean,trainer/Policy log std Std,exploration/num paths total,time/total (s),exploration/path length Max,trainer/Policy log std Max,time/evaluation sampling (s),exploration/Actions Mean,exploration/Returns Min,exploration/Rewards Min,exploration/Actions Max,exploration/Rewards Mean,evaluation/num paths total,evaluation/Rewards Max,trainer/QF1 Loss,exploration/Returns Max,time/epoch (s),exploration/Average Returns,evaluation/Actions Std,trainer/Alpha,exploration/path length Min,exploration/Num Paths,evaluation/Rewards Min,exploration/Rewards Max,time/training (s),time/exploration sampling (s),exploration/Rewards Std,evaluation/path length Max,trainer/Q Targets Std,trainer/Log Pis Min,replay_buffer/size,evaluation/Actions Max,exploration/Returns Mean,trainer/Log Pis Max,Epoch,trainer/Q1 Predictions Min,exploration/Actions Min,time/logging (s),evaluation/Returns Min,evaluation/Returns Std,trainer/Q2 Predictions Min,trainer/Q2 Predictions Max,evaluation/path length Std,evaluation/num steps total,trainer/Q1 Predictions Std,trainer/Policy Loss,evaluation/Average Returns,trainer/Log Pis Std,evaluation/Actions Mean,trainer/Q1 Predictions Mean,trainer/Alpha Loss,evaluation/Returns Max,trainer/Policy mu Mean,evaluation/Returns Mean
1.0869068,1.4890871231252625,2.431555,4.29201315144203,-2.6275687,3.7929144,1825,13.780363,0.0,1.447772144980263,15.0,3.557268,1.2177122,-0.74622774,0.46969525931280376,15.0,0.0,0.77762496,333,0.037002746015787125,19.345058,15,-0.991643,1.9965419,3.8379066,-0.43877,0.093623266,122,59.41600201296387,15,-0.25230283,1.9789820720034186,-0.007490228,0.18901766792401714,6.437664134652394e-71,0.9946886,0.22617449168452122,3663,12.879314203195985,4.3020372,11.673351237938173,5.9117318319913466,3.392617375267818,0.69785684,0.07643532752990723,15,5,-0.0,4.782127933458059,2.3872930229990743,0.038649191992590204,0.7613585526914953,15,3.1429641,-6.5448656,3650,0.97951496,3.392617375267818,6.151307,10,-0.14430481,-0.99134856,0.02203265400021337,0.003364325691614576,12.940469756082754,-0.29759446,12.573357,0.0,54945,2.529745,-2.7133782,7.045428889692058,1.9566572,-0.21149996,3.616054,-2.346740484237671,83.84262879260959,-0.4577327,7.045428889692058
1.7581725,1.5707970084426133,2.8973112,10.980991089845972,-2.658105,3.98517,1900,11.682147,0.0,1.5289964039984625,15.0,3.5951266,1.3987448,-0.91453457,0.5211785477495997,15.0,0.0,0.7382574,333,0.03758652799297124,22.13969,15,-0.9955689,2.2740076,3.4029121,-0.6388697,0.102602124,127,65.90901039398159,15,-0.3837876,1.958071507018758,-0.2670193,0.36768835570731584,1.5008566471918277e-88,0.9911243,0.49950873450242017,3996,13.889954113881027,4.0485077,29.210355580329736,5.982882568001514,7.492631017536302,0.81208265,0.06937141716480255,15,5,-0.0,7.770385488495832,2.3953026960080024,0.038493612984893844,1.3092810118006473,15,3.5476332,-4.457948,3800,0.9888475,7.492631017536302,6.927943,11,-1.5833907,-0.99053377,0.024431819998426363,7.978845608028654e-12,13.78934419721693,-1.730998,12.915699,0.0,59940,2.833988,-2.1600313,7.817678216243995,2.2192438,-0.15793058,3.6838088,-0.64512699842453,102.45297335991278,-0.3769881,7.817678216243995
2.0810826,1.5724090368390218,3.8876047,5.7895189830029965,-2.868713,4.6827908,1975,16.701221,0.0,1.5694467719877139,15.0,4.524226,1.5475011,-0.9221716,0.6239306393523864,15.0,-0.26066673,0.7847751,333,0.03649036600836553,19.041233,15,-0.9959877,2.0342276,2.5767481,-0.67965424,0.0932766,132,72.40093232301297,15,-0.32369882,1.9582334150036331,-0.26752922,0.06122908365663538,5.565469397124249e-58,0.9916271,0.4376134620679854,4329,13.642089686514748,2.7434428,15.008154307146205,5.980879209004343,6.564201931019779,0.82306737,0.06547565758228302,15,5,-0.0,6.400652604127693,2.355568408005638,0.03828374500153586,1.2242553234919975,15,4.305704,-2.9526346,3950,0.9753513,6.564201931019779,6.824094,12,-0.52748054,-0.99914,0.02285650299745612,0.0010855267540400891,13.474547925275212,-0.46373278,16.500977,0.0,64935,3.8397808,-2.9662623,9.358959590285794,1.9732327,-0.09536664,4.645687,0.22103695571422577,87.93631202202496,-0.29971683,9.358959590285794
1.6055171,1.6835557451619045,3.9424984,8.831748680488799,-2.0872886,4.550791,2050,19.971657,0.0,1.6891567790007684,15.0,5.3356943,1.3489921,-1.029094,0.7408611336772298,15.0,0.0,0.75268865,333,0.03694769201683812,24.68486,15,-0.98368263,2.5274787,1.7744786,-0.69139826,0.121325,137,79.42764895100845,15,-0.3977174,2.173112388001755,-0.09986024,0.6837305246583232,4.998057961908714e-67,0.99495786,0.8302858583658486,4662,12.360816268359347,1.8754582,22.97657157859814,6.41056118303095,12.454287875487733,0.7408423,0.06243576481938362,15,5,-0.0,7.420965409127382,2.43633310002042,0.05156629497651011,1.427737225312985,15,3.8873749,-3.812512,4100,0.987646,12.454287875487733,5.020746,13,0.70117587,-0.9947662,0.023444929014658555,0.00232597910312487,14.44305703867398,0.2894344,20.491644,0.0,69930,3.8332667,-4.3414545,11.112917005158446,1.6087345,-0.04878166,5.381531,-1.0938572883605957,97.01376933321043,-0.13559206,11.112917005158446
1.8309847,1.7543311632433602,4.867091,5.207199994489527,-2.5917277,6.0131397,2125,18.646841,0.0,1.758608917996753,15.0,6.0070124,1.468082,-1.2318869,0.7355098451790943,15.0,-0.06180856,0.83270615,333,0.04239986100583337,24.636812,15,-0.9959141,2.1677406,2.949865,-0.71802664,0.14380257,142,86.3072175749403,15,-0.4407314,2.0242740289832,-0.14187035,0.0032949665992309785,2.353633808794816e-80,0.99033356,0.3229718129070409,4995,13.478067871556473,2.944791,14.734701748868869,6.303443071956281,4.8445771936056135,0.7983699,0.06050657853484154,15,5,-0.0,3.040586460808007,2.4166610809916165,0.03921322399401106,0.7167376334281076,15,4.907303,-3.829639,4250,0.9833244,4.8445771936056135,5.5722265,14,-1.488229,-0.99843276,0.02228595898486674,0.0018464104873809834,13.789603742947032,-1.7855704,20.30022,0.0,74925,4.848213,-4.563206,11.032647677686416,1.8203546,-0.10356788,6.0467544,-0.47404617071151733,95.34113548131384,-0.20966102,11.032647677686416
1.9943404,1.7898593340963498,4.3826556,5.667711660613982,-3.2105484,5.6507745,2200,18.141779,0.0,1.8413065719942097,15.0,6.5131464,1.5564625,-1.1409452,0.6970952586582917,15.0,-0.34893134,0.72483027,333,0.0380792020005174,19.362759,15,-0.9962561,2.4314783,2.460652,-0.6859569,0.13503231,147,93.33158664798248,15,-0.34812137,1.979442741983803,-0.31347895,0.12692261682846212,1.3237730526753372e-61,0.98893934,0.5071530176746551,5328,13.396631596508673,2.3264303,15.126479401284952,6.419205153972143,7.607295265119828,0.73143727,0.059122733771800995,15,5,-0.0,5.780488666147033,2.499901528004557,0.039302730991039425,1.2584762321843719,15,4.067549,-4.626751,4400,0.98817974,7.607295265119828,8.739866,15,-0.4785312,-0.9921461,0.02117237899801694,0.003279013310900153,14.273418682218008,-0.10201877,18.428036,0.0,79920,4.2732663,-5.057895,10.456428879874377,1.8682419,-0.29039228,6.3808393,-0.01600624807178974,87.88470373123295,-0.23614775,10.456428879874377
1.9675992,2.112926693922509,4.15828,14.800741747390314,-3.0139704,5.6279764,2275,19.619154,0.0,1.8012407720088959,15.0,5.727414,1.446455,-1.4647958,1.1837221214026243,15.0,-0.758341,0.7369726,333,0.037709828990045935,20.42392,15,-0.9969055,2.2844179,4.774278,-0.81534016,0.16336133,152,100.41600981497322,15,-0.5242511,1.9762008090037853,-0.2106687,0.5136063738221524,9.894865589833604e-74,0.9927883,0.9184595435607182,5661,14.235486543498922,4.6468024,42.503463235332866,6.415856623003492,13.776893153410773,0.71102244,0.05876462906599045,15,5,4.926536629789197e-118,6.978946115790061,2.5411522059876006,0.03831676399568096,1.5865830604889508,15,4.283744,-2.3399682,4550,0.98447526,13.776893153410773,7.912266,16,-1.5698411,-0.9962457,0.021236243017483503,0.002447288311746916,17.67755787259677,-1.8804915,19.381157,0.0,84915,4.294936,-4.342735,17.755831821039365,1.7758781,-0.10196899,5.751136,-0.09182082116603851,90.54856040196688,-0.05481603,17.755831821039365
2.3655124,2.096636628714989,5.1928515,18.102851547793165,-3.651231,6.1577187,2350,19.121593,0.0,1.8563044280163012,15.0,6.4390054,1.5927978,-2.088153,1.1307660081810238,15.0,-1.2565941,0.7206466,333,0.041271693975431845,23.721718,15,-0.9990802,2.3513584,1.9314281,-0.85706216,0.22968075,157,107.55630423303228,15,-0.4921818,1.9520217099925503,0.076943584,0.7984387929785515,2.148187833344433e-24,0.9878854,1.3130553960862108,5994,13.370824918329582,2.1191378,42.56636261629477,6.432059140002821,19.69583094129316,0.759127,0.05909764766693115,15,5,7.10326810812434e-116,10.33479927949426,2.522975978004979,0.03841385600389913,2.3697036077295004,15,5.214491,-2.6863115,4700,0.9822647,19.69583094129316,8.083831,17,-1.5009019,-0.9966656,0.02107147400965914,0.0014343154450311654,16.36797597733659,-2.105306,19.571543,0.0,89910,5.146936,-4.716241,16.961490122715354,2.0083177,-0.059832074,6.6059837,1.0339549779891968,101.2918200094049,-0.10743907,16.961490122715354
1.7250755,1.9340995869546342,4.2916293,9.08432451609287,-2.613557,6.7269382,2425,19.855299,0.0,1.9517760010203347,15.0,6.6993036,1.4166728,-1.7006881,0.9909492028315674,15.0,-0.8388343,0.6882578,333,0.04202580399578437,19.543629,15,-0.9981555,2.2724652,2.016437,-0.7245799,0.2549731,162,114.88966698409058,15,-0.32057717,1.9634121239942033,0.15286733,7.576041464663283,3.955781944227478e-27,0.9966989,1.327272214960312,6327,13.279469569139911,1.5236626,29.916665098937322,6.634964257013053,19.90908322440468,0.68982995,0.05968654900789261,15,5,5.552054816260817e-100,7.093172343277194,2.6189876059943344,0.03837555699283257,1.890612995113518,15,4.446239,-3.5451365,4850,0.981986,19.90908322440468,5.66523,18,-1.6791282,-0.97173935,0.02038716501556337,0.006746688252721085,15.124701523376043,-2.3579412,19.499054,0.0,94905,4.3414545,-5.6208906,14.864238042473508,1.8067441,-0.107689865,6.8821383,-0.7748875617980957,83.53111419617487,-0.23893872,14.864238042473508
1.402973,1.755632557206932,4.9738936,14.24094215189446,-2.781889,6.325576,2500,20.669353,0.0,3.602636377007002,15.0,6.701889,1.3680981,-1.6060102,0.8825713101513974,15.0,-0.5346899,0.6349295,333,0.046512758010067046,22.122705,15,-0.9941295,2.4610512,2.4818697,-0.76703477,0.246303,167,124.04139326611767,15,-0.279256,2.0115537809906527,-0.30646256,2.6369088260534324,6.0983548492722165e-49,0.97763056,1.205030742250923,6660,11.843119222074094,2.6043756,38.63989017862454,8.384627224993892,18.07546113376384,0.6516986,0.059493061155080795,15,5,4.2323419747798783e-60,8.01940705935662,2.6604639329889324,0.03863460899447091,2.000863996781773,15,5.1798544,-3.0948844,5000,0.9921809,18.07546113376384,6.130888,19,-0.9097483,-0.9936423,0.024825767002766952,0.00675232542836504,15.048342075964937,-0.95840997,21.546303,0.0,99900,5.0887322,-5.847612,13.23856965227096,1.5841011,-0.0717186,6.7154145,-1.6847416162490845,77.01224043913147,-0.033241086,13.23856965227096
1.4575677,2.035514825220743,5.0700555,15.23693776615251,-2.5475447,7.137805,2575,23.521032,0.0,1.9984925140161067,15.0,7.4427576,1.3894172,-1.510389,1.4006268033949376,15.0,-1.0287591,0.6489883,333,0.041646975005278364,24.73222,15,-0.992612,2.3771422,2.1718862,-0.80183136,0.21283467,172,131.571978870139,15,-0.3557943,1.9558301710058004,-0.02438058,8.840340000298019,9.114740094226128e-31,0.99482095,1.595303203143841,6993,13.222835814931535,2.1131022,51.071608318840646,6.679095021041576,23.929548047157613,0.6535189,0.060345008969306946,15,5,3.602601651575021e-92,7.586478434795541,2.6216392530186567,0.03822859798674472,2.0505593801422184,15,5.165396,-5.3162866,5150,0.9857962,23.929548047157613,6.6381445,20,-1.4410131,-0.9920967,0.023257510008988902,0.0026756616586784527,19.161808663910865,-1.5840393,23.342037,0.0,104895,5.103695,-6.6223683,21.009402050924066,2.0806723,-0.018197421,7.460717,-1.5228451490402222,91.18519499320801,0.14180975,21.009402050924066
2.382833,1.8903779593430703,6.0280695,20.400321204153975,-3.14971,7.3005924,2650,20.704515,0.0,2.0547792649886105,15.0,7.464982,1.5370659,-2.4994931,1.1115615661193856,15.0,-2.2627287,0.73849905,333,0.04152500000782311,24.008139,15,-0.9974971,2.618957,2.5885608,-0.8980009,0.26373562,177,139.116936951119,15,-0.44186762,1.9416196050005965,0.020223452,0.33128133931788745,4.121618727256051e-113,0.99639857,1.0148388315745298,7326,13.53036701144694,3.1337204,54.611604062946604,6.708627208980033,15.222582473617944,0.690616,0.05980497971177101,15,5,-0.0,5.501046750214676,2.609832029993413,0.03850449499441311,1.7165255675143036,15,5.992758,-1.7826763,5300,0.9932716,15.222582473617944,7.868196,21,-3.3263543,-0.99803495,0.022366813995176926,0.007694657245228656,19.94512461844651,-3.398,23.189556,0.0,109890,5.8723,-5.625467,16.673423491790786,2.1352732,0.043912876,7.250084,1.0783592462539673,81.31328583395789,0.12653317,16.673423491790786
1.9828048,1.7848711870241616,5.2636557,16.29180630296456,-2.5137773,8.006205,2725,24.345682,0.0,2.089001382002607,15.0,8.304956,1.4375702,-1.7993912,1.1026464627472858,15.0,-1.4333223,0.72990483,333,0.044921016989974305,25.504368,15,-0.98696566,3.1174083,2.1383836,-0.8426881,0.2769436,182,146.7518520571175,15,-0.13754845,1.9462640499987174,0.11223937,0.09020861245149274,7.733820565342712e-73,0.9980091,1.045853388714582,7659,11.72724507417353,1.6788387,45.47364905849524,6.765686585975345,15.687800830718729,0.61455935,0.05887971073389053,15,5,1.7445285490220048e-98,5.859683271767566,2.626593998982571,0.038243379996856675,1.622491384569863,15,5.856746,-4.7943707,5450,0.99542767,15.687800830718729,6.1717634,22,-0.689492,-0.9921951,0.02066275800461881,0.009084253153857448,16.92348821888624,-0.58890975,23.14786,0.0,114885,5.3097425,-6.7885,16.53969694120929,1.984922,0.09268842,8.208535,-0.04870446026325226,74.95116157214777,0.22361541,16.53969694120929
1.8835229,2.006910489555835,5.5225916,16.707061208987167,-2.6120543,7.3420687,2800,24.448467,0.0,2.1890756719803903,15.0,7.45039,1.4791534,-1.9896063,1.3581892154998965,15.0,-1.1343268,0.7123395,333,0.03943309100577608,27.593874,15,-0.9881981,2.9819558,2.8024974,-0.80829024,0.33452612,187,154.41364864306524,15,0.11072123,1.938080419000471,0.12982315,2.2396350740218685,7.684414568321672e-87,0.99817014,1.159859003252705,7992,12.83776368704176,3.0365555,46.6807814529422,6.819962894951459,17.397885048790574,0.64821756,0.058453481644392014,15,5,1.0982745801592057e-112,6.107410332123588,2.5930887809954584,0.03852640397963114,1.722286382036809,15,5.638041,-4.304543,5600,0.99683577,17.397885048790574,6.902451,23,-1.1372892,-0.99294776,0.0217585279897321,0.009550633329801533,18.843355380343002,-2.0313747,24.313137,0.0,119880,5.431983,-6.003367,20.372838232498445,1.9907291,0.07897166,7.217428,-0.33073660731315613,89.68769228578239,0.18350178,20.372838232498445
