exploration/Returns Min,trainer/Q2 Predictions Std,trainer/Policy mu Min,exploration/Rewards Mean,exploration/Rewards Min,trainer/Q1 Predictions Mean,trainer/Q2 Predictions Mean,exploration/Actions Std,time/epoch (s),trainer/Log Pis Mean,exploration/Rewards Max,evaluation/Rewards Min,exploration/Num Paths,time/exploration sampling (s),trainer/Q1 Predictions Min,time/training (s),evaluation/Rewards Mean,exploration/Returns Std,exploration/path length Max,trainer/Q1 Predictions Max,exploration/path length Min,evaluation/Actions Std,trainer/Policy Loss,trainer/Policy log std Mean,evaluation/Returns Std,trainer/Q Targets Std,trainer/QF1 Loss,trainer/Policy log std Std,trainer/Q2 Predictions Min,trainer/Log Pis Max,evaluation/Actions Max,time/data storing (s),trainer/Policy log std Min,exploration/path length Mean,evaluation/path length Mean,evaluation/Returns Min,exploration/Returns Mean,exploration/Rewards Std,exploration/path length Std,evaluation/path length Max,trainer/QF2 Loss,exploration/Actions Min,evaluation/Rewards Max,trainer/Policy log std Max,evaluation/Returns Mean,trainer/Log Pis Std,trainer/Log Pis Min,time/saving (s),exploration/Returns Max,evaluation/Actions Min,Epoch,trainer/Q2 Predictions Max,evaluation/path length Min,trainer/Policy mu Std,exploration/Average Returns,evaluation/Num Paths,exploration/Actions Mean,trainer/Q Targets Min,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Alpha Loss,exploration/Actions Max,trainer/Q1 Predictions Std,exploration/num steps total,trainer/Alpha,replay_buffer/size,time/evaluation sampling (s),time/logging (s),evaluation/num paths total,time/total (s),evaluation/Rewards Std,evaluation/Returns Max,evaluation/num steps total,trainer/Policy mu Mean,trainer/Policy mu Max,exploration/num paths total,evaluation/path length Std,evaluation/Average Returns,evaluation/Actions Mean
0.001843348990614942,0.0012052838,-0.00012911274,0.10964284550699034,-0.0,0.001256548,-0.0011118313,0.6171515,3.604639113007579,-1.3541226,1.4201999303862702,-0.0,5,0.03809084800013807,0.00046725618,1.5809987730026478,0.0027508790889694554,1.6164670960023828,15,0.0024563991,15,0.0007140525,-1.3530039,0.00082189287,0.054307532258968325,0.4461155,1.7597843,0.0021326428,-0.0034788502,-0.5366843,0.0017363117,0.0012454139941837639,-0.0018822048,15.0,15.0,7.978845608028654e-12,1.644642682604855,0.27783276053863076,0.0,15,1.7658226,-0.97023094,0.021757045168808962,0.003213218,0.041263186334541825,0.31234965,-1.8351607,0.03877186600584537,4.3947604242575045,-0.00014089106,0,0.0008277516,15,0.0007117312,1.644642682604855,333,-0.024258196,0.0,2.8809829,1.250567,-0.0,0.98806304,0.0003623746,1075,0.997004508972168,1075,1.9231169999984559,0.02241521200630814,333,5.530652630026452,0.004566875145103202,0.16325219106223277,4995,0.0008420378,0.0017633326,72,0.0,0.041263186334541825,0.0008232383
0.000809288302502092,0.13476153,-0.03225267,0.06358400593457257,-0.0,1.120327,1.1231793,0.6089259,3.5635305199975846,-1.3628588,1.2002257200471649,-0.0,5,0.03800010000122711,0.791682,1.503577490002499,0.061058606287383875,1.0511399434586555,15,1.4297261,15,0.025742328,-2.4864795,-0.12159376,1.1084201439812849,0.3387104,0.10733351,0.012023134,0.7894891,-1.0305916,0.042322032,0.0013950860011391342,-0.15484914,15.0,15.0,7.978845608028654e-12,0.9537600890185889,0.1877281824979167,0.0,15,0.10695471,-0.9886988,0.46571347600071594,-0.10356736,0.9158790943107581,0.1637783,-2.078825,0.018202038991148584,2.2735656673433184,-0.03262201,1,1.440598,15,0.026315296,0.9537600890185889,333,-0.012780622,0.0,2.4046104,1.1472166,-1.0097404718399048,0.97247076,0.1336197,1150,0.7384042739868164,1150,1.9808506109984592,0.021505194003111683,666,9.2377766410209,0.09255380771666888,3.5382652213128245,9990,0.005417859,0.041818127,77,0.0,0.9158790943107581,0.005372808
0.021965828669042304,0.15920204,-0.08245687,0.13453081578355167,-0.0,1.1622373,1.1639141,0.6082133,3.5066713390115183,-1.3585942,2.445652115847345,-0.0,5,0.038508760000695474,0.8069731,1.4816289099981077,0.10063112039735872,2.905778449506039,15,1.5794176,15,0.012506485,-2.509879,-0.09188122,2.3826020563006107,0.48342153,0.1623346,0.0057103634,0.79584044,-0.83040965,-0.029895142,0.0012637850013561547,-0.109427705,15.0,15.0,7.978845608028654e-12,2.0179622367532755,0.4151057172978291,0.0,15,0.16637757,-0.97647566,1.3578431435977794,-0.081454135,1.509466805960381,0.21211568,-1.8930795,0.01809132999915164,7.728726810625925,-0.082458064,2,1.5426052,15,0.012544274,2.0179622367532755,333,-0.06420457,0.0,2.5646365,1.1115291,-2.016218662261963,0.9961854,0.1670889,1225,0.5469939708709717,1225,1.944910575999529,0.022267978012678213,999,12.931498800040572,0.1900094142611365,10.307766059102788,14985,-0.051787782,-0.030934012,82,0.0,1.509466805960381,-0.050275818
7.978845608028654e-12,0.20736513,-0.07479827,0.15248260091837781,-0.0,1.172113,1.1745081,0.5891026,3.515680583019275,-1.3865925,1.7769492300629326,-0.0,5,0.03885161300422624,0.6826299,1.4910057769884588,0.07936209298432872,2.4744876380502734,15,1.6374459,15,0.029687008,-2.5332117,-0.115757935,1.7388264526445327,0.40572336,0.11503257,0.009609023,0.68378335,-0.9024211,-0.00036876646,0.0012412010109983385,-0.13454123,15.0,15.0,7.978845608028654e-12,2.2872390137756673,0.32486031199181153,0.0,15,0.11699132,-0.9779108,0.9143840081518093,-0.098247364,1.190431394764931,0.17241636,-2.2298503,0.01771293400088325,6.744092763476842,-0.072451934,3,1.6020854,15,0.030390287,2.2872390137756673,333,0.015106875,0.0,2.6876354,1.1789477,-3.0490057468414307,0.99086183,0.21481325,1300,0.4052250385284424,1300,1.9460801150125917,0.020788943002116866,1332,16.63522758104955,0.1378877419885183,7.020628831476885,19980,-0.031567965,0.0037278156,87,0.0,1.190431394764931,-0.03127266
7.978845608028654e-12,0.22773182,-0.038125575,0.03185739321853631,-0.0,1.1358433,1.144474,0.6008998,3.5951453909947304,-1.3817464,1.1758197726355657,-0.0,5,0.03596538100100588,0.6701998,1.5104485759948147,0.07725722683513919,0.6899586383309217,15,1.8009739,15,0.02808773,-2.4976132,-0.10811597,1.338649489907343,0.35724252,0.0827408,0.013898483,0.6028188,-0.9069631,0.040412027,0.0014671300014015287,-0.13707837,15.0,15.0,7.978845608028654e-12,0.47786089827804473,0.14982586856545085,0.0,15,0.08172246,-0.9645145,0.5667702401437934,-0.08874653,1.1588584025270878,0.2081146,-2.705738,0.018160694002290256,1.8342698673318436,-0.037865467,4,1.6969165,15,0.028036207,0.47786089827804473,333,-0.017522227,0.0,2.5384688,1.2031713,-4.058739185333252,0.9975019,0.24105349,1375,0.3002362549304962,1375,2.0069498349912465,0.022153775003971532,1665,20.450876724062255,0.11273450078683457,4.293907309033164,24975,-0.004957024,0.04147121,92,0.0,1.1588584025270878,-0.0049610166
7.978845608028654e-12,0.30991015,-0.060287796,0.03504293041726107,-0.0,1.3696635,1.3797346,0.56659067,3.752052113006357,-1.3603333,0.8029909293848455,-0.0,5,0.03605423499539029,0.70016366,1.528044327002135,0.1654859126472627,0.7133008460982161,15,2.2557433,15,0.038692806,-2.692338,-0.10336794,1.9125953189084157,0.5140152,0.12712234,0.0139122,0.7230328,-0.87922275,0.08971531,0.0013237960083642974,-0.123953074,15.0,15.0,7.978845608028654e-12,0.525643956258916,0.131823180716903,0.0,15,0.15088256,-0.95690745,0.8231578731819313,-0.0772211,2.4822886897089407,0.18218547,-2.0616674,0.017513039012555964,1.8039084466227202,-0.06066151,5,2.052125,15,0.035522614,0.525643956258916,333,-0.057097588,0.0,3.202763,1.2334912,-5.04116153717041,0.9555341,0.33125204,1450,0.2224181741476059,1450,2.1470886299939593,0.022028085993952118,1998,24.458537569080363,0.17203664717404019,6.302690540233287,29970,-0.01628717,0.0931461,97,0.0,2.4822886897089407,-0.013266376
7.978845608028654e-12,0.30113694,-0.12934889,0.14570052939131417,-0.0,1.1578617,1.1627321,0.59649646,4.063705422988278,-1.3860136,1.1874605311126776,-0.0,5,0.03871935998904519,0.29769436,1.7560534779913723,0.23100005161739917,2.2947680773420904,15,1.9888101,15,0.08221206,-2.5097992,-0.1056636,3.3022330726513367,0.38458607,0.055753857,0.013150109,0.43558675,-0.85817516,0.18810184,0.0012600000045495108,-0.14262095,15.0,15.0,7.978845608028654e-12,2.1855079408697127,0.2742057110319637,0.0,15,0.08070878,-0.99055,1.5996057488193727,-0.086238,3.4650007742609876,0.2276046,-2.4554296,0.018073023995384574,5.42958660254854,-0.12970755,6,1.961751,15,0.075760856,2.1855079408697127,333,0.014624691,0.0,2.7041478,1.2053084,-6.092813968658447,0.9529859,0.2842243,1525,0.16490313410758972,1525,2.227212708996376,0.022386852011550218,2331,28.811076987083652,0.28283831993259767,12.126119734592315,34965,0.0029258602,0.16752717,102,0.0,3.4650007742609876,0.004652156
7.978845608028654e-12,0.3407212,-0.459619,0.07318502154211973,-0.0,1.1693659,1.1893036,0.6092167,4.7316210540011525,-1.3296349,1.8430890947804777,-0.0,5,0.03845521000039298,0.030712072,2.4703702760016313,0.24855960997724164,2.0587045040761183,15,2.2632828,15,0.23352426,-2.4771295,-0.13010654,6.248551449483476,0.46502018,0.069435105,0.052918427,0.38259542,-0.17766571,0.42967087,0.0014198889984982088,-0.23250833,15.0,15.0,7.978845608028654e-12,1.097775323131796,0.2740719837829152,0.0,15,0.10394028,-0.9978019,5.051737288090015,-0.054908514,3.728394149658623,0.51229936,-4.7020626,0.018187247012974694,5.214566533248655,-0.45987567,7,2.1760747,15,0.22704707,1.097775323131796,333,-0.062247448,0.0,2.8422847,1.1084561,-6.984744071960449,0.9887623,0.38886845,1600,0.12237013876438141,1600,2.1806054579938063,0.02258297399384901,2664,33.8999130420998,0.514404788474842,33.7180079358114,39960,-0.03784834,0.38969386,107,0.0,3.728394149658623,-0.036665417
3.1400522282678163e-07,0.37481722,-0.49584258,0.07125753406703252,-0.0,1.1565869,1.1215589,0.5996217,4.7851135109813185,-1.3119571,1.063727613990776,-0.0,5,0.03904599399538711,0.071556434,2.3830748260079417,0.2559047309898891,1.0454360003211665,15,2.2909043,15,0.2063198,-2.4254515,-0.12142363,7.182779888264506,0.47033033,0.053346083,0.030309869,0.04876146,-0.04884565,0.46081778,0.0012959769956069067,-0.17616409,15.0,15.0,7.978845608028654e-12,1.0688630110054878,0.19929237836859875,0.0,15,0.059585523,-0.9912147,6.909829240818883,-0.076549694,3.8385709648483366,0.38592017,-2.296539,0.018161129002692178,2.757581479864024,-0.52586615,8,2.0607314,15,0.19063231,1.0688630110054878,333,-0.096144885,0.0,2.7993689,1.1696253,-7.920780658721924,0.9885871,0.39543635,1675,0.09122062474489212,1675,2.322632129988051,0.020903454991639592,2997,39.06877118407283,0.6045734868473144,42.12626196470997,44955,-0.07323537,0.41038918,112,0.0,3.8385709648483366,-0.07541869
0.013644091729409806,0.520643,-1.1929089,0.3002522152465851,-0.0,1.0647256,1.0659146,0.62624717,5.160275027970783,-0.98222345,2.0591291710114783,-0.0,5,0.060286941996309906,-0.4842121,2.6189938449970214,0.423958124781628,4.675952099747388,15,2.525876,15,0.4526689,-2.0537226,-0.22102803,10.376013378165585,0.58623123,0.060941707,0.06408609,-0.24420694,1.4167465,0.91428083,0.0015691179869463667,-0.4575721,15.0,15.0,7.978845608028654e-12,4.503783228698777,0.5521985686865745,0.0,15,0.056003712,-0.98275596,12.8781846512822,-0.12501179,6.35937187172442,0.94384074,-3.8677647,0.019206400989787653,11.432861278394375,-0.91662306,9,2.4834514,15,0.5537104,4.503783228698777,333,-0.15973563,0.0,3.6173885,1.0826817,-7.974178314208984,0.977648,0.57795674,1750,0.0687987208366394,1750,2.4351839829905657,0.025034739010152407,3330,44.62966789405618,1.1165632329574198,57.74763237179696,49950,-0.077112705,1.0910832,117,0.0,6.35937187172442,-0.21147104
